name,rating,rating_values,reviews,jobs,interviews
Modern Informatics,3.6,"Promotions / Appraisal, Job Security, Company Culture",122,3,10
Srinivasa Farms,3.7,Work Life Balance,122,2,8
API Holdings,3.6,"Promotions / Appraisal, Job Security",126,--,7
Express Housekeeper,3.8,"Promotions / Appraisal, Salary & Benefits, Job Security",122,--,4
Udaan Technologies,3.8,"Salary & Benefits, Company Culture",122,7,6
Paladion Networks,3.7,Job Security,122,--,6
Futures Group,4.6,"Company Culture, Work Life Balance, Skill Development / Learning",122,--,2
Chetak Enterprises,4.3,"Company Culture, Work Life Balance, Work Satisfaction",122,--,--
The Hi-tech Robotic Systemz,3.8,Work Life Balance,122,11,13
Genus Electrotech,3.3,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",122,5,5
Microscan Infocommtech,4.1,"Job Security, Company Culture, Work Life Balance",122,1,9
Swami Rama Himalayan University,3.9,Job Security,122,4,7
Suzlon Gujarat Wind Park,4.6,"Company Culture, Skill Development / Learning, Work Life Balance",122,--,9
Flyweis Technology,4.2,"Company Culture, Work Life Balance, Work Satisfaction",122,--,9
SAN Engineering & Locomotive,4.0,"Job Security, Work Life Balance, Skill Development / Learning",122,--,6
Eco Protection Engineers,4.2,"Work Life Balance, Salary & Benefits, Work Satisfaction",122,1,11
Moolya Software Testing,3.3,"Promotions / Appraisal, Salary & Benefits, Job Security",122,7,25
Vivekananda Hospital,3.6,"Company Culture, Promotions / Appraisal, Salary & Benefits",122,--,7
DEC Property Management,4.1,Work Life Balance,122,11,9
The India Thermit Corporation,3.5,"Promotions / Appraisal, Salary & Benefits, Company Culture",122,--,11
TerraPay,3.4,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",123,15,11
Rentokil Initial,3.6,"Promotions / Appraisal, Work Satisfaction, Company Culture",122,3,9
Mahindra Agri Solutions,3.8,"Job Security, Skill Development / Learning, Company Culture",122,--,5
Apeejay Surrendra Group,3.5,"Skill Development / Learning, Promotions / Appraisal, Company Culture",122,4,2
GO MO Group AB,4.1,"Skill Development / Learning, Company Culture, Work Satisfaction",122,2,9
DANA Graziano India,4.1,"Company Culture, Work Life Balance, Work Satisfaction",123,--,10
API Holdings,3.6,"Promotions / Appraisal, Job Security",126,--,7
Apeejay Surrendra Group,3.5,"Skill Development / Learning, Promotions / Appraisal, Company Culture",122,4,2
DEC Property Management,4.1,Work Life Balance,122,11,9
Tema India,4.1,"Job Security, Company Culture, Work Satisfaction",122,7,2
Frog CellSat,3.8,"Work Life Balance, Company Culture, Work Satisfaction",122,3,11
Modern Informatics,3.6,"Promotions / Appraisal, Job Security, Company Culture",122,3,10
Srinivasa Farms,3.7,Work Life Balance,122,2,8
Godrej Housing Finance,3.6,Salary & Benefits,122,--,5
Electronica,4.6,"Company Culture, Work Life Balance, Skill Development / Learning",122,--,11
NJ Group,3.5,Job Security,122,--,16
Kewaunee Labway,4.2,"Job Security, Company Culture, Salary & Benefits",122,--,4
M G Contractors,4.5,"Company Culture, Work Life Balance, Work Satisfaction",122,--,4
ABS India,3.8,Job Security,122,1,12
iPlace,3.7,"Salary & Benefits, Work Life Balance",122,--,4
Mahansaria Group,3.3,"Company Culture, Work Satisfaction, Promotions / Appraisal",122,7,12
Aqua Tech Systems,4.2,"Company Culture, Work Life Balance, Job Security",122,12,6
AutomationEdge,2.7,"Job Security, Work Satisfaction, Promotions / Appraisal",122,19,17
Keywords Studios,3.0,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",122,44,24
Jain Housing & Constructions,4.2,"Company Culture, Work Life Balance, Work Satisfaction",122,15,19
Defsys Solutions,3.7,"Job Security, Promotions / Appraisal",122,8,9
iPlace,3.7,"Salary & Benefits, Work Life Balance",122,--,4
Keywords Studios,3.0,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",122,44,24
AutomationEdge,2.7,"Job Security, Work Satisfaction, Promotions / Appraisal",122,19,17
Aqua Tech Systems,4.2,"Company Culture, Work Life Balance, Job Security",122,12,6
MotivityLabs,3.0,"Job Security, Promotions / Appraisal, Work Satisfaction",122,39,14
Bharat Cooperative Bank,4.1,"Job Security, Company Culture, Work Life Balance",122,3,7
Openview Technologies,3.3,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",123,4,10
Eastman Cast & Forge,2.6,"Promotions / Appraisal, Work Satisfaction, Company Culture",122,11,7
MGM Healthcare,3.9,"Work Life Balance, Skill Development / Learning",122,--,11
THDC,4.1,"Work Life Balance, Job Security, Company Culture",122,--,7
Edvoy,4.1,"Work Life Balance, Work Satisfaction, Salary & Benefits",122,1,4
Petron Engineering Construction,4.4,"Work Satisfaction, Work Life Balance, Salary & Benefits",122,--,2
SA Technologies,3.2,"Job Security, Promotions / Appraisal, Skill Development / Learning",122,--,13
Flexsin Technologies,3.0,"Promotions / Appraisal, Company Culture, Salary & Benefits",122,79,16
Anuhar Homes,3.3,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",122,7,5
Gates Unitta India Company,3.9,Work Life Balance,122,--,10
PearVisa Immigration Services,4.2,"Company Culture, Work Life Balance, Work Satisfaction",122,--,--
WebMD,3.4,Work Life Balance,124,14,28
Multi Organics,3.1,"Company Culture, Work Life Balance, Work Satisfaction",122,5,12
Intact Green Services,3.2,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",122,6,16
Computer Junction,3.8,"Promotions / Appraisal, Skill Development / Learning, Company Culture",122,2,5
MDI NetworX,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",122,14,18
Indian Synthetic Rubber,4.0,"Job Security, Work Life Balance, Salary & Benefits",122,2,5
Xtranet Technologies,3.1,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",122,1,12
Minimalist,3.5,"Promotions / Appraisal, Job Security, Skill Development / Learning",122,1,7
Midco,3.5,"Work Life Balance, Work Satisfaction",121,--,--
Isgec Hitachi Zosen,3.6,"Job Security, Salary & Benefits",121,--,8
Indira Gandhi National Open University,4.2,"Work Life Balance, Company Culture, Work Satisfaction",121,--,4
Ftcash,4.0,"Work Life Balance, Salary & Benefits, Company Culture",122,--,8
INTERPLEX,4.3,"Company Culture, Job Security, Skill Development / Learning",121,--,7
Oremus Corporate Services,3.7,"Job Security, Work Life Balance",121,9,7
Enerrgia Skyi Developers,4.2,"Company Culture, Work Life Balance, Job Security",121,--,19
Dhanuka Laboratories,3.7,Job Security,121,--,7
Comed Chemicals,3.4,"Promotions / Appraisal, Job Security, Skill Development / Learning",121,--,13
S10 Healthcare Solutions,3.7,Skill Development / Learning,121,--,7
Starion India,3.6,"Promotions / Appraisal, Work Satisfaction, Company Culture",121,--,7
WonderBotz,3.9,"Skill Development / Learning, Salary & Benefits, Work Life Balance",124,12,5
Hipad Technology India,4.0,Skill Development / Learning,121,--,3
SKDRDP,4.2,"Company Culture, Work Life Balance, Job Security",121,--,9
Amco Batteries,4.4,"Work Life Balance, Company Culture, Work Satisfaction",121,--,5
DQ Entertainment,3.3,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",121,--,1
Repos Energy,3.3,"Job Security, Work Life Balance, Work Satisfaction",121,1,12
Cybertech Systems & Software,3.5,"Job Security, Skill Development / Learning",121,12,9
D&H Sécheron Electrodes,3.9,"Work Life Balance, Job Security, Skill Development / Learning",121,--,12
Gm Infinite Dwelling,3.0,"Promotions / Appraisal, Skill Development / Learning, Job Security",121,--,3
Bijlipay,3.5,"Promotions / Appraisal, Company Culture, Salary & Benefits",121,2,6
Nelson Global Products,3.4,"Company Culture, Promotions / Appraisal, Work Satisfaction",121,--,12
Sigma Corporation India,4.0,"Work Life Balance, Job Security, Salary & Benefits",121,--,7
Honeywell Building Solutions,3.8,Promotions / Appraisal,121,--,7
R-pac,3.3,"Promotions / Appraisal, Company Culture, Work Life Balance",121,--,9
Mahatma Gandhi Medical College & Hospital,4.0,"Work Life Balance, Work Satisfaction, Skill Development / Learning",121,--,9
Global Group,4.0,"Work Life Balance, Salary & Benefits, Job Security",121,8,11
Regus,3.2,Work Life Balance,121,1,5
Nikon,3.8,Job Security,121,9,6
Ashapurna Buildcon,3.6,"Job Security, Company Culture, Work Life Balance",121,24,7
Maxvalue Credits & Investments,3.8,Work Life Balance,121,--,9
Hellmann Worldwide Logistics,3.9,Work Life Balance,121,--,4
Ambit Collective,3.6,Work Life Balance,122,--,15
Performics,3.7,"Company Culture, Job Security",121,--,10
IMCS Group.,3.2,"Job Security, Promotions / Appraisal, Work Life Balance",121,--,10
TVS Next,3.6,"Promotions / Appraisal, Job Security, Salary & Benefits",121,1,13
Transcom India,2.5,"Promotions / Appraisal, Company Culture, Work Satisfaction",121,--,16
Omni Hospital,3.7,"Promotions / Appraisal, Salary & Benefits, Company Culture",121,--,2
Indore Composite,3.9,"Work Life Balance, Job Security",122,--,6
Dewar's Garage,3.1,"Job Security, Company Culture, Work Satisfaction",121,--,3
Spl Infrastructure,4.1,"Skill Development / Learning, Work Life Balance, Work Satisfaction",121,12,4
JBF Industries,3.6,"Job Security, Work Life Balance",120,--,7
Decision Minds,3.6,"Promotions / Appraisal, Job Security",121,--,9
Octillion Power Systems,4.1,"Company Culture, Work Life Balance, Work Satisfaction",121,5,13
PeopleStrong Technologies,3.4,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",121,1,8
Prabha Industries,4.0,"Job Security, Skill Development / Learning, Work Satisfaction",121,--,8
Cogeme Precision Parts,3.8,Company Culture,121,--,2
Sjr Prime Corporation,4.0,"Work Life Balance, Company Culture, Work Satisfaction",121,1,14
Hester Biosciences,3.5,"Promotions / Appraisal, Skill Development / Learning, Company Culture",121,9,6
IMCS Group.,3.2,"Job Security, Promotions / Appraisal, Work Life Balance",121,--,10
Ashapurna Buildcon,3.6,"Job Security, Company Culture, Work Life Balance",121,24,7
Performics,3.7,"Company Culture, Job Security",121,--,10
Sud Chemie,4.5,"Work Life Balance, Company Culture, Job Security",121,--,5
ShipBob,3.9,"Company Culture, Salary & Benefits, Work Life Balance",121,21,29
Yuto Printing and Packaging,3.4,"Job Security, Promotions / Appraisal, Company Culture",121,4,19
AJ Hospital and Research Centre,3.6,"Salary & Benefits, Promotions / Appraisal",121,22,6
Synergy Systems & Solutions,3.9,Salary & Benefits,121,5,15
Provab Technosoft,2.9,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",121,7,4
Tex Corp.,3.8,"Promotions / Appraisal, Company Culture, Work Satisfaction",121,9,7
Bounce,3.2,"Job Security, Promotions / Appraisal, Work Life Balance",121,--,6
Yuto Printing and Packaging,3.4,"Job Security, Promotions / Appraisal, Company Culture",121,4,19
Jindal Water Infrastructure,4.0,"Work Life Balance, Salary & Benefits, Company Culture",121,--,10
Pennant Technologies,3.9,"Salary & Benefits, Job Security",121,18,21
Channel Soft,3.7,Salary & Benefits,121,--,9
Uttam Sugar Mills,3.9,"Work Life Balance, Job Security, Salary & Benefits",121,2,5
TSS Consultancy,3.4,Job Security,121,7,33
GadgEon,4.0,"Work Life Balance, Job Security, Company Culture",121,17,12
CreditVidya,3.7,"Promotions / Appraisal, Job Security, Company Culture",121,2,10
Footprints Play School,3.4,"Promotions / Appraisal, Work Satisfaction, Job Security",121,17,8
Gandour India Food Processing,4.2,"Work Life Balance, Work Satisfaction, Skill Development / Learning",120,--,5
Auriga Research,2.8,"Salary & Benefits, Company Culture, Promotions / Appraisal",120,12,9
Orient Blackswan,4.2,"Work Life Balance, Company Culture, Work Satisfaction",120,--,6
Toyoda Gosei South India,4.1,"Company Culture, Job Security, Work Life Balance",120,--,9
NETIMPACT SOLUTIONS PVT LTD,3.5,"Promotions / Appraisal, Skill Development / Learning, Company Culture",120,13,9
Dharmaj Crop Guard,4.0,"Job Security, Work Life Balance, Work Satisfaction",120,--,6
NU Hospitals,3.9,"Skill Development / Learning, Work Life Balance, Work Satisfaction",120,14,9
BeeperMD,3.6,Job Security,120,--,25
iLabz Technology,3.1,"Job Security, Work Satisfaction, Promotions / Appraisal",120,--,7
Numero Uno Clothing,4.1,"Work Life Balance, Company Culture, Work Satisfaction",120,--,8
WebFurther,3.3,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",120,--,18
Claritus Management Consulting,4.2,"Work Life Balance, Company Culture, Work Satisfaction",120,--,15
Koso India,4.2,"Company Culture, Work Life Balance, Job Security",120,--,9
The Heritage School,3.8,"Work Life Balance, Skill Development / Learning",120,--,13
Oorja Technical Services,3.6,"Promotions / Appraisal, Job Security, Company Culture",120,--,7
Foodhub,3.7,"Company Culture, Salary & Benefits",120,--,15
Crane Process Flow Technologies India,3.5,Job Security,121,--,12
Nimap Infotech,3.4,Skill Development / Learning,120,--,33
Hombale Constructions and Estates,4.5,"Salary & Benefits, Work Life Balance, Company Culture",120,2,2
MENTORS EDUSERV,3.1,"Job Security, Promotions / Appraisal, Company Culture",120,--,4
ADNH Compass,4.3,"Skill Development / Learning, Salary & Benefits, Company Culture",120,--,10
Cello,3.6,Job Security,120,--,5
Alpha Net Consulting,4.5,"Company Culture, Skill Development / Learning, Salary & Benefits",120,13,5
SIMA Labs,4.0,Work Life Balance,120,2,5
Everest Vacuum,3.4,"Promotions / Appraisal, Company Culture, Job Security",120,43,4
Information Evolution,3.5,"Job Security, Promotions / Appraisal, Skill Development / Learning",120,--,9
Everest Vacuum,3.4,"Promotions / Appraisal, Company Culture, Job Security",120,43,4
SOLITAIRE GROUP,3.6,Salary & Benefits,120,--,5
Information Evolution,3.5,"Job Security, Promotions / Appraisal, Skill Development / Learning",120,--,9
Eidiko Systems Integrators,3.5,Skill Development / Learning,120,3,19
Dai Ichi,4.1,"Work Life Balance, Job Security, Company Culture",120,--,4
SIMA Labs,4.0,Work Life Balance,120,2,5
Gesco Healthcare,2.5,"Company Culture, Job Security, Promotions / Appraisal",120,4,10
ElringKlinger AG,3.7,"Promotions / Appraisal, Salary & Benefits, Job Security",120,--,3
Adamas University,2.9,"Promotions / Appraisal, Job Security, Skill Development / Learning",120,--,13
Mac Chem Products,3.1,"Job Security, Work Life Balance, Work Satisfaction",120,5,8
Foodlink F&B Holdings,4.0,"Salary & Benefits, Work Life Balance, Skill Development / Learning",120,12,5
Polmon Instruments,3.5,"Job Security, Skill Development / Learning",120,2,7
Affordable Robotic and Automation,2.8,"Salary & Benefits, Company Culture, Promotions / Appraisal",120,--,4
Novigo Solutions,3.8,"Company Culture, Work Life Balance, Skill Development / Learning",120,1,19
Vertex Global Services,4.4,"Work Life Balance, Company Culture, Work Satisfaction",120,--,14
Navi Finserv,3.4,Salary & Benefits,120,--,14
Oorja Technical Services,3.6,"Promotions / Appraisal, Job Security, Company Culture",120,--,7
Central Bureau of Investigation,3.8,"Skill Development / Learning, Job Security, Salary & Benefits",120,--,4
Elysium Pharmaceuticals,3.4,"Promotions / Appraisal, Job Security, Work Satisfaction",121,--,4
Magnum Mi Steel,3.6,Work Life Balance,120,2,8
Choice International,3.3,"Promotions / Appraisal, Job Security, Salary & Benefits",120,1,11
Maire Tecnimont,4.1,"Job Security, Salary & Benefits",120,--,10
Texport Syndicate India,3.7,"Company Culture, Work Satisfaction, Promotions / Appraisal",120,--,3
TTK Services,3.5,"Promotions / Appraisal, Salary & Benefits, Job Security",120,23,4
Shree Malani Foams,3.8,Salary & Benefits,120,1,9
S R Enterprises,4.1,"Work Satisfaction, Skill Development / Learning, Company Culture",120,--,6
NCL Veka,4.1,"Work Life Balance, Job Security, Company Culture",120,10,7
Tricon Infotech,3.6,"Company Culture, Job Security, Promotions / Appraisal",120,3,19
Doehler,3.6,"Promotions / Appraisal, Company Culture, Work Satisfaction",120,10,14
Koso India,4.2,"Company Culture, Work Life Balance, Job Security",120,--,9
Claritus Management Consulting,4.2,"Work Life Balance, Company Culture, Work Satisfaction",120,--,15
Saboo RKS Motor,4.0,"Work Life Balance, Skill Development / Learning",120,--,7
AVON TUBETECH,3.4,"Job Security, Promotions / Appraisal, Company Culture",120,1,15
Veoneer India,3.9,"Work Life Balance, Job Security, Skill Development / Learning",120,5,9
R.K Associates & Hoteliers,2.7,"Job Security, Promotions / Appraisal, Company Culture",121,9,5
v4c.ai,4.6,"Skill Development / Learning, Company Culture, Work Satisfaction",120,--,33
LS Cable,4.5,"Work Life Balance, Company Culture, Promotions / Appraisal",120,--,8
Bharatiya Vidya Bhavan,3.9,Promotions / Appraisal,120,--,2
Indovance Inc,2.9,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",120,--,20
ClinChoice,3.8,"Work Life Balance, Company Culture",120,5,14
SAIL Bokaro Steel Plant,4.1,"Company Culture, Work Life Balance, Work Satisfaction",120,--,17
Presidio Solutions Pvt Ltd,4.6,"Company Culture, Skill Development / Learning, Work Life Balance",120,3,29
